Time-Sampling,LossBefore,Itr,ItrTime,Step_0-AverageReturn,Step_1-AverageReturn,Step_1-MinReturn,Step_0-EnvExecTime,Step_0-AverageDiscountedReturn,Time-OuterStep,Time-InnerStep,LossAfter,Step_0-StdReturn,Step_1-StdReturn,Step_0-PolicyExecTime,Step_1-NumTrajs,Step_0-MaxReturn,Step_1-AveragePolicyStd,Time-SampleProc,Step_0-NumTrajs,Step_1-EnvExecTime,Time,KLInner,Step_1-AverageDiscountedReturn,Time-MAMLSteps,Time-TotalInner,Step_1-PolicyExecTime,Step_1-MaxReturn,Step_0-MinReturn,Step_0-AveragePolicyStd,KLCoeffInner,n_timesteps
13.386129140853882,1.8030408e-10,0,70.54522061347961,0.02081788398164832,0.03536367044560731,-0.009297266628204515,4.092082977294922,0.010905955646050045,52.352867603302,3.7231481075286865,-0.0063188174,0.059055144824150654,0.08547425360417135,1.3520829677581787,800,0.49697052076344983,1.0000701,0.3800089359283447,800,4.2453296184539795,70.54522943496704,0.008874422,0.01849971695843701,52.353978395462036,17.500584840774536,2.687323570251465,0.5231477387049481,-0.01344353508097429,1.0,0.0005,160000
11.508491039276123,2.2538042e-10,1,13.341144800186157,0.06419372175908451,0.10663471348921093,-0.0036333571966515876,4.018587350845337,0.03258708887584966,1.2589001655578613,0.09296560287475586,-0.0027567386,0.1627540905746276,0.21526136432138876,0.5762121677398682,800,1.1382577451173002,1.0047455,0.4194765090942383,800,4.220882177352905,83.9219434261322,0.012431317,0.05515870212966627,1.2599472999572754,12.031687259674072,1.7083492279052734,1.1914515366395213,0.0,1.0041449,0.0005,320000
12.243468284606934,-2.0377353e-10,2,14.17581033706665,0.12168812278442914,0.15994625934713733,-0.025754078898181154,4.414470672607422,0.06463678619428491,1.3774137496948242,0.13336682319641113,-0.0012768894,0.2525704894896022,0.2998638683906636,0.5883333683013916,800,1.2803594844463646,1.0055745,0.3712728023529053,800,4.406216859817505,98.11966514587402,0.00934284,0.08492707509097451,1.378450632095337,12.760096788406372,1.7644131183624268,1.3741518523899163,0.0,1.0059083,0.0005,480000
13.130335807800293,5.608423e-10,3,15.115612268447876,0.17626113361835025,0.2239690251135703,-0.2662105929366234,4.676709890365601,0.09809474471839977,1.3790314197540283,0.09779572486877441,-0.0006473588,0.34289280679957884,0.3859064033556649,0.5875723361968994,800,1.8135628892717732,1.006604,0.4503154754638672,800,5.019587755203247,113.25493860244751,0.0066278935,0.12427763177499543,1.3797965049743652,13.693727493286133,1.8237667083740234,1.6728413668854403,-0.3930941456351946,1.0061818,0.0005,640000
13.00193476676941,2.0958484e-09,4,14.915839195251465,0.21647001993922507,0.27381623785022524,-0.5798025331788641,4.937319755554199,0.12016163579552451,1.3121817111968994,0.10328793525695801,-0.0008618295,0.44036394524893385,0.4915577507918827,0.6041450500488281,800,2.33615606880423,1.0064504,0.44371628761291504,800,4.668955087661743,128.18439722061157,0.008153917,0.1507989890850024,1.31325364112854,13.561169385910034,1.7687740325927734,2.2754780698843997,-0.576403128681227,1.0066605,0.0005,800000
13.171531915664673,-9.411947e-10,5,15.098394870758057,0.2796943071746581,0.34059204024601525,-0.6389675879702494,4.910870790481567,0.15204168956795416,1.3690698146820068,0.10342288017272949,4.3287955e-06,0.5431809734580931,0.6057225381797311,0.6071114540100098,800,2.3278210799078534,1.0075288,0.39940762519836426,800,4.826196670532227,143.29478693008423,0.0041639395,0.1855966544831829,1.3702363967895508,13.686501741409302,1.8066208362579346,2.4582266480637522,-0.34132852293639404,1.0071946,0.0005,960000
15.189874172210693,5.4679807e-09,6,17.0906925201416,0.27633750782956484,0.27555898551241526,-0.41371039743067994,4.94538426399231,0.1542665261061199,1.3473894596099854,0.10763788223266602,-0.000667878,0.5470775929597471,0.5581746691146929,0.6005113124847412,800,2.4280992553468264,1.007874,0.3908398151397705,800,4.845572471618652,160.39879846572876,0.0020541176,0.15557063879444713,1.3484058380126953,15.699543476104736,3.7780566215515137,2.313781824771752,-0.45974090902896236,1.0080206,0.0005,1120000
13.224927186965942,2.9571354e-09,7,15.009767055511475,0.264763394410237,0.34400491796093374,-0.36921283579270714,4.883309602737427,0.15008468849089396,1.2096474170684814,0.10600686073303223,-0.00071235053,0.5304956205742755,0.5947880034695249,0.6260190010070801,800,2.3447821790539827,1.0080179,0.4150874614715576,800,4.878274440765381,175.42042064666748,0.005113423,0.19368603160493594,1.210740327835083,13.760656595230103,1.7995529174804688,2.4443493406071326,-0.18458216280750728,1.0081576,0.0005,1280000
13.215942621231079,-7.1804984e-10,8,15.092098474502563,0.29039823168153023,0.31307408135376324,-0.3732396212823974,5.051833152770996,0.15968305496550086,1.3519299030303955,0.09799909591674805,-0.00018274198,0.5758218620095918,0.5688251637541226,0.613990306854248,800,2.417147929800995,1.008546,0.36287641525268555,800,4.763885021209717,190.53018283843994,0.0046353,0.1714226513050985,1.3529150485992432,13.688693046569824,1.7837116718292236,2.4264687164848526,-0.19770506988815217,1.0085621,0.0005,1440000
13.404138088226318,1.2140722e-09,9,15.352613925933838,0.28519280307578937,0.32441868789953676,-0.07839762279249562,5.03813624382019,0.15728156429940482,1.3890764713287354,0.1076045036315918,-0.00041678085,0.5614972246042839,0.5943070031932409,0.622434139251709,800,2.3791357217013576,1.0084907,0.3940162658691406,800,4.905205965042114,205.89651107788086,0.0033813969,0.180948221619959,1.38979172706604,13.91715931892395,1.798809289932251,2.395888806539082,-0.1927624194451627,1.0082779,0.0005,1600000
